PlayerID,PurchaseAmount,PurchaseDate
8033,49.99,2023-07-17
7350,0.99,2023-10-22
8120,1.99,2023-09-22
2267,49.99,2023-08-09
6029,1.99,2023-01-25
7658,1.99,2023-12-16
9214,49.99,2023-06-14
4729,4.99,2023-11-16
1453,0.99,2023-11-09
9395,49.99,2023-03-08
2359,49.99,2023-10-01
4474,0.99,2023-05-13
4832,9.99,2023-07-07
2944,0.99,2023-09-21
7858,9.99,2023-09-07
2808,0.99,2023-03-11
3887,4.99,2023-10-12
8166,49.99,2023-01-21
4474,4.99,2023-09-16
8586,49.99,2023-03-08
8878,9.99,2023-03-18
8957,9.99,2023-02-13
6302,4.99,2023-11-14
3134,9.99,2023-07-16
563,49.99,2023-03-13
4901,4.99,2023-08-24
1394,1.99,2023-07-20
965,0.99,2023-06-25
1014,49.99,2023-02-03
4545,1.99,2023-06-05
1292,0.99,2023-04-29
2208,4.99,2023-05-23
5094,0.99,2023-02-26
7166,49.99,2023-02-14
6805,0.99,2023-07-26
4511,9.99,2023-10-23
7272,9.99,2023-05-17
2713,1.99,2023-05-13
2290,9.99,2023-05-15
1141,49.99,2023-05-09
5755,19.99,2023-11-07
5913,9.99,2023-06-04
294,4.99,2023-05-27
1169,49.99,2023-06-15
9517,4.99,2023-03-13
6118,19.99,2023-05-07
6574,49.99,2023-04-02
9171,9.99,2023-09-18
429,49.99,2023-04-07
2076,19.99,2023-06-29
1909,4.99,2023-06-14
2148,0.99,2023-12-23
970,9.99,2023-01-21
5532,0.99,2023-05-05
9075,0.99,2023-08-22
6914,0.99,2023-02-19
1749,49.99,2023-07-30
7452,9.99,2023-01-24
5089,4.99,2023-04-22
3774,49.99,2023-02-01
6055,1.99,2023-05-17
7136,49.99,2023-04-04
8295,49.99,2023-10-09
5559,9.99,2023-11-13
5234,49.99,2023-11-24
3298,0.99,2023-01-01
922,0.99,2023-05-15
7716,1.99,2023-11-26
2094,9.99,2023-07-26
206,9.99,2023-07-18
3603,9.99,2023-04-07
306,0.99,2023-09-28
2574,49.99,2023-10-07
806,19.99,2023-03-08
3582,9.99,2023-06-03
6575,19.99,2023-04-26
9250,4.99,2023-04-16
7680,4.99,2023-06-18
7524,49.99,2023-07-29
197,4.99,2023-10-03
7542,1.99,2023-07-27
1073,19.99,2023-03-17
3445,9.99,2023-05-19
4472,9.99,2023-12-08
5557,0.99,2023-03-22
4090,49.99,2023-04-27
6356,19.99,2023-05-29
5318,9.99,2023-10-13
1501,4.99,2023-07-07
4328,49.99,2023-01-14
2658,1.99,2023-04-15
3520,19.99,2023-06-18
2004,49.99,2023-02-12
7368,19.99,2023-01-15
8868,49.99,2023-10-22
5913,19.99,2023-01-30
6059,4.99,2023-01-24
3571,0.99,2023-10-15
5537,4.99,2023-03-13
6820,49.99,2023-07-14
3593,49.99,2023-04-03
6626,0.99,2023-09-11
1400,9.99,2023-06-30
7033,1.99,2023-11-27
3089,4.99,2023-03-21
7907,19.99,2023-04-25
3493,19.99,2023-04-11
5668,9.99,2023-12-26
3102,1.99,2023-08-03
5964,49.99,2023-02-15
763,4.99,2023-09-04
882,1.99,2023-08-06
5284,1.99,2023-09-01
1063,0.99,2023-08-12
3086,19.99,2023-03-29
6801,19.99,2023-10-14
5834,4.99,2023-07-09
9230,49.99,2023-12-06
2814,1.99,2023-07-31
8763,49.99,2023-01-22
8471,19.99,2023-12-12
9757,0.99,2023-06-08
1132,49.99,2023-02-14
6700,0.99,2023-01-14
8172,4.99,2023-08-11
1154,1.99,2023-01-19
3646,0.99,2023-06-10
7566,19.99,2023-08-03
8846,4.99,2023-09-04
2647,1.99,2023-06-22
9970,19.99,2023-01-08
572,49.99,2023-07-14
5730,0.99,2023-09-22
5603,4.99,2023-07-07
3145,4.99,2023-10-04
5754,1.99,2023-09-08
2980,19.99,2023-12-15
6539,49.99,2023-08-13
9239,49.99,2023-05-01
1699,49.99,2023-11-24
9084,49.99,2023-02-02
8490,1.99,2023-05-31
2804,9.99,2023-11-24
5106,49.99,2023-08-12
6951,4.99,2023-05-24
9460,9.99,2023-09-17
4765,4.99,2023-06-03
7539,9.99,2023-02-20
6597,9.99,2023-03-19
1559,49.99,2023-01-15
4643,1.99,2023-09-30
6164,9.99,2023-02-01
3590,9.99,2023-09-04
5960,0.99,2023-07-09
393,19.99,2023-01-31
6922,19.99,2023-03-20
7021,19.99,2023-05-24
9425,49.99,2023-05-13
7669,4.99,2023-10-15
5375,9.99,2023-10-20
1917,4.99,2023-10-04
6565,4.99,2023-07-29
4376,19.99,2023-07-14
3574,4.99,2023-01-22
798,9.99,2023-03-27
2461,4.99,2023-07-08
8419,1.99,2023-05-07
9106,4.99,2023-02-22
9318,0.99,2023-02-14
5968,9.99,2023-06-10
6060,4.99,2023-04-14
5909,9.99,2023-10-03
2056,1.99,2023-04-10
2635,0.99,2023-05-15
9752,49.99,2023-06-07
1078,4.99,2023-05-16
6423,1.99,2023-07-23
964,1.99,2023-09-18
2866,0.99,2023-02-20
2145,49.99,2023-07-04
3764,4.99,2023-06-19
2769,0.99,2023-11-09
9383,49.99,2023-11-16
3344,19.99,2023-11-03
3081,1.99,2023-12-28
768,9.99,2023-07-26
105,49.99,2023-05-15
4222,19.99,2023-04-12
4965,0.99,2023-06-27
7166,19.99,2023-09-10
2357,0.99,2023-05-31
5428,19.99,2023-03-08
6583,0.99,2023-09-04
7769,0.99,2023-08-25
2041,4.99,2023-09-16
4436,1.99,2023-01-04
9893,9.99,2023-08-15
1680,49.99,2023-03-07
2308,1.99,2023-08-17
9969,9.99,2023-06-28
7204,0.99,2023-06-15
700,49.99,2023-09-19
7559,9.99,2023-07-30
2462,19.99,2023-11-28
6919,1.99,2023-04-03
7113,4.99,2023-10-18
5722,49.99,2023-09-24
76,9.99,2023-03-12
6244,9.99,2023-08-27
3081,19.99,2023-07-02
6189,49.99,2023-02-09
6287,49.99,2023-10-12
5963,0.99,2023-08-18
1064,4.99,2023-02-11
5605,4.99,2023-12-12
3975,1.99,2023-08-14
3288,4.99,2023-12-29
6285,9.99,2023-06-20
9571,4.99,2023-06-11
4052,4.99,2023-08-23
919,19.99,2023-10-15
9389,1.99,2023-05-06
220,49.99,2023-10-01
4116,4.99,2023-01-17
8922,49.99,2023-11-13
2056,9.99,2023-02-22
5088,0.99,2023-03-24
902,19.99,2023-11-24
5533,0.99,2023-09-19
5710,4.99,2023-06-03
8220,1.99,2023-10-24
5700,4.99,2023-08-07
6118,19.99,2023-12-24
4271,0.99,2023-05-30
885,0.99,2023-02-09
7286,49.99,2023-08-15
8602,19.99,2023-06-23
3232,1.99,2023-01-17
5314,9.99,2023-09-21
163,9.99,2023-02-04
229,9.99,2023-01-04
9949,1.99,2023-05-10
3793,49.99,2023-07-14
1546,9.99,2023-06-08
9017,49.99,2023-07-24
7993,1.99,2023-01-12
1137,9.99,2023-05-04
4019,0.99,2023-12-23
2458,49.99,2023-03-21
917,0.99,2023-09-10
3573,0.99,2023-12-30
837,49.99,2023-05-31
9887,49.99,2023-09-17
3433,49.99,2023-10-25
3563,49.99,2023-08-15
1899,49.99,2023-08-17
1847,9.99,2023-01-07
8568,4.99,2023-08-04
5241,1.99,2023-10-17
7657,49.99,2023-02-21
2352,1.99,2023-02-07
5934,1.99,2023-11-09
5247,49.99,2023-03-18
480,1.99,2023-02-15
2075,9.99,2023-04-12
2408,19.99,2023-04-29
842,9.99,2023-06-02
453,9.99,2023-08-31
9806,49.99,2023-09-08
7068,0.99,2023-09-30
8779,4.99,2023-01-06
7324,49.99,2023-06-08
7335,4.99,2023-04-29
6585,49.99,2023-08-30
9763,49.99,2023-07-12
5182,1.99,2023-11-22
1685,9.99,2023-06-25
1790,1.99,2023-09-14
842,49.99,2023-11-05
8055,0.99,2023-03-25
2418,0.99,2023-07-17
732,9.99,2023-12-02
6061,1.99,2023-10-18
5534,19.99,2023-12-17
8519,1.99,2023-04-19
9082,49.99,2023-07-27
7895,9.99,2023-03-16
1060,4.99,2023-05-19
2666,0.99,2023-06-27
6028,1.99,2023-05-20
2962,4.99,2023-09-30
3980,9.99,2023-05-27
637,19.99,2023-08-23
1817,49.99,2023-05-16
1499,4.99,2023-06-23
8839,49.99,2024-01-01
3100,9.99,2023-05-08
6500,49.99,2023-08-22
826,1.99,2023-03-15
7913,49.99,2023-03-07
3361,19.99,2023-08-10
5130,1.99,2023-01-15
7708,9.99,2023-03-24
5755,19.99,2023-09-14
3882,1.99,2023-03-31
9090,4.99,2023-03-27
1959,49.99,2023-10-03
9966,0.99,2023-02-19
1256,0.99,2023-06-20
6511,1.99,2023-05-12
3784,49.99,2023-01-28
3959,4.99,2023-11-16
9236,0.99,2023-04-02
9014,19.99,2023-10-23
4632,4.99,2023-02-18
8792,49.99,2023-03-08
5535,9.99,2023-04-17
9430,19.99,2023-10-02
8114,4.99,2023-03-20
2051,19.99,2023-04-29
4799,9.99,2023-10-17
5526,4.99,2023-01-04
6234,1.99,2023-08-16
6003,49.99,2023-11-03
7745,9.99,2023-02-21
4913,1.99,2023-05-27
2111,4.99,2023-02-08
208,19.99,2023-07-12
2238,4.99,2023-09-21
1799,0.99,2023-11-13
6589,9.99,2023-09-03
9720,4.99,2023-05-24
1625,4.99,2023-06-21
1858,4.99,2023-12-06
4026,1.99,2023-08-15
2753,4.99,2023-04-04
6229,19.99,2023-09-28
2846,19.99,2023-11-15
5529,4.99,2023-03-27
3220,9.99,2023-03-28
5167,49.99,2023-10-19
7552,0.99,2023-03-06
9255,1.99,2023-09-10
9863,4.99,2023-08-22
1363,4.99,2023-07-08
8812,0.99,2023-05-12
432,4.99,2023-09-17
7595,49.99,2023-07-01
512,0.99,2023-04-29
643,1.99,2023-11-30
95,0.99,2023-10-10
5838,49.99,2023-09-24
5651,19.99,2023-12-07
3739,9.99,2023-05-10
579,9.99,2023-11-10
2610,49.99,2023-10-19
4372,19.99,2023-01-27
6427,9.99,2023-12-09
1660,19.99,2023-03-28
8517,4.99,2023-03-26
1131,49.99,2023-07-13
79,0.99,2023-06-04
4824,1.99,2023-07-26
3972,1.99,2023-04-21
8012,19.99,2023-04-24
2717,49.99,2023-07-03
2955,0.99,2023-07-30
5382,4.99,2023-04-04
4138,19.99,2023-06-20
5717,4.99,2023-11-15
9739,0.99,2023-02-01
5653,49.99,2023-10-25
6681,0.99,2023-09-30
3454,19.99,2023-02-09
2562,4.99,2023-02-09
6524,19.99,2023-11-05
7599,9.99,2023-08-02
7262,9.99,2023-09-12
8923,19.99,2023-11-19
828,4.99,2023-06-11
2166,49.99,2023-04-15
323,9.99,2023-12-18
4954,19.99,2023-02-06
1800,9.99,2023-09-28
7132,9.99,2023-06-25
3442,49.99,2023-08-30
2477,1.99,2023-09-15
3554,1.99,2023-09-22
8749,9.99,2023-07-17
708,9.99,2023-09-01
8841,1.99,2023-06-20
881,4.99,2023-11-21
4563,19.99,2023-12-15
2079,19.99,2023-11-04
958,49.99,2023-04-05
4217,9.99,2023-04-23
418,4.99,2023-09-12
3186,4.99,2023-05-24
9349,0.99,2023-09-25
9573,9.99,2023-11-13
6572,0.99,2023-07-28
5198,19.99,2023-01-20
3458,0.99,2023-12-05
8568,1.99,2023-12-07
2884,1.99,2023-07-24
3701,4.99,2023-09-17
2717,1.99,2023-10-01
8921,49.99,2023-06-08
2000,9.99,2023-02-21
6247,1.99,2023-11-29
5388,1.99,2023-09-15
9319,19.99,2023-05-20
6940,49.99,2023-04-04
8202,4.99,2023-04-25
939,0.99,2023-04-24
2865,19.99,2023-12-22
6268,0.99,2023-05-03
1219,9.99,2023-09-07
8557,1.99,2023-12-25
3519,19.99,2023-03-17
873,19.99,2023-06-16
371,4.99,2023-03-30
2481,0.99,2023-10-10
1524,49.99,2023-03-28
6998,4.99,2023-03-21
9391,1.99,2023-04-25
410,1.99,2023-06-10
3655,4.99,2023-11-23
3764,1.99,2023-04-01
8758,49.99,2023-06-18
1000,0.99,2023-05-22
939,1.99,2023-02-18
5411,19.99,2023-07-28
6207,49.99,2023-06-12
9917,9.99,2023-02-20
5874,9.99,2023-04-23
6059,19.99,2023-03-05
5671,4.99,2023-01-17
6837,1.99,2023-11-12
1274,9.99,2023-12-08
1970,19.99,2023-06-11
8491,0.99,2023-12-26
5943,9.99,2023-04-11
1877,9.99,2023-01-12
6586,9.99,2023-02-05
5735,9.99,2024-01-01
1481,0.99,2023-07-20
2159,1.99,2023-08-05
908,49.99,2023-05-19
4331,19.99,2023-10-02
6674,0.99,2023-09-06
1684,9.99,2023-09-04
3245,1.99,2023-01-22
5857,1.99,2023-09-11
2464,4.99,2023-10-05
9710,49.99,2023-04-23
8940,9.99,2023-01-29
1915,9.99,2023-07-25
629,4.99,2023-09-20
9017,1.99,2023-02-08
8106,4.99,2023-02-16
3956,19.99,2023-09-24
1644,4.99,2023-02-24
9074,9.99,2023-05-21
2564,4.99,2023-07-14
7854,49.99,2023-01-11
5038,0.99,2023-10-14
4323,9.99,2023-08-04
6897,19.99,2023-04-29
95,0.99,2023-12-12
3352,49.99,2023-10-03
7645,1.99,2023-03-02
723,9.99,2023-03-21
3787,9.99,2023-10-10
9020,1.99,2023-02-24
5726,4.99,2023-11-27
4438,0.99,2023-06-20
4502,9.99,2023-03-21
5096,0.99,2023-06-02
1777,9.99,2023-11-12
5564,49.99,2023-09-20
6192,1.99,2023-10-18
1563,4.99,2023-03-12
8445,0.99,2023-01-17
8717,9.99,2023-06-28
3182,0.99,2023-03-25
8738,4.99,2023-08-06
3013,1.99,2023-12-03
6965,19.99,2023-02-12
8286,1.99,2023-08-22
7206,49.99,2023-05-20
3831,49.99,2023-03-10
1576,4.99,2023-12-01
3128,19.99,2023-10-23
7157,9.99,2023-09-29
8329,19.99,2023-05-05
2945,1.99,2023-07-24
4164,1.99,2023-03-07
1535,4.99,2023-03-13
8237,9.99,2023-04-30
6843,9.99,2023-05-17
2646,4.99,2023-11-10
2803,49.99,2023-10-22
373,0.99,2023-08-23
7650,49.99,2023-05-31
1166,19.99,2023-05-13
7819,4.99,2023-02-24
8999,9.99,2023-09-15
3878,49.99,2023-05-26
9469,9.99,2023-01-16
8235,9.99,2023-12-30
9377,49.99,2023-11-22
9053,49.99,2023-04-16
7501,4.99,2023-10-08
5136,19.99,2023-05-21
2348,4.99,2023-11-20
4634,19.99,2023-08-20
7046,9.99,2023-12-12
7786,49.99,2023-11-05
2075,0.99,2023-05-20
453,4.99,2023-02-27
5817,9.99,2023-05-04
6285,9.99,2023-06-11
7679,0.99,2023-03-21
2531,9.99,2023-05-07
4858,19.99,2023-11-17
6399,49.99,2023-02-12
5079,1.99,2023-05-26
5166,19.99,2023-05-04
3781,49.99,2023-06-16
9485,1.99,2023-03-26
3645,9.99,2023-02-23
1200,1.99,2023-01-05
8127,4.99,2023-12-18
7829,9.99,2023-05-25
2273,19.99,2023-07-25
8134,49.99,2023-06-02
3266,49.99,2023-07-25
7571,49.99,2023-12-27
8011,1.99,2023-02-04
3701,9.99,2023-10-16
1576,19.99,2023-08-06
7172,1.99,2023-08-08
5565,1.99,2023-09-28
7024,19.99,2023-02-19
3011,19.99,2023-10-18
3216,0.99,2023-01-12
4260,1.99,2023-06-15
1573,19.99,2024-01-01
5124,4.99,2023-07-16
1313,19.99,2023-10-05
2939,9.99,2023-08-28
6212,1.99,2023-10-19
9615,1.99,2023-11-04
9174,0.99,2023-10-09
2308,4.99,2023-03-19
9491,4.99,2023-09-14
3694,1.99,2023-07-12
906,0.99,2023-07-22
357,9.99,2023-05-25
3474,49.99,2023-01-13
1101,49.99,2023-03-16
6927,4.99,2023-06-01
9684,1.99,2023-06-14
6162,9.99,2023-12-29
9550,9.99,2023-08-19
147,49.99,2023-03-17
1680,19.99,2023-05-06
773,0.99,2023-11-01
4303,9.99,2023-01-14
8107,9.99,2023-07-08
4329,49.99,2023-02-09
8153,1.99,2023-04-15
6112,9.99,2023-01-17
8823,49.99,2023-10-30
3494,1.99,2023-06-05
9608,0.99,2023-08-09
3321,9.99,2023-08-31
3167,0.99,2023-01-08
1014,4.99,2023-02-28
5069,9.99,2023-06-14
2241,4.99,2023-10-23
8110,19.99,2023-11-18
7866,1.99,2023-08-20
3633,4.99,2023-05-03
9970,0.99,2023-03-30
3733,19.99,2023-07-03
4424,19.99,2023-05-03
3400,0.99,2023-09-16
5623,19.99,2023-05-19
7554,4.99,2023-08-08
6884,19.99,2023-09-13
6378,4.99,2023-02-04
5745,19.99,2023-03-11
2364,1.99,2023-01-11
1256,1.99,2023-08-05
1818,4.99,2023-04-11
5953,49.99,2023-04-04
3891,4.99,2023-07-31
8288,0.99,2023-11-23
6242,49.99,2023-02-27
3031,49.99,2023-04-19
1344,9.99,2023-10-17
4113,0.99,2023-09-12
7810,19.99,2023-06-15
4208,19.99,2023-03-13
3930,0.99,2023-04-04
3084,4.99,2023-11-18
3423,19.99,2023-08-23
8095,0.99,2023-12-10
966,4.99,2023-12-10
7615,1.99,2023-07-18
4142,1.99,2023-01-27
9619,49.99,2023-08-21
6813,49.99,2023-01-22
3519,0.99,2023-03-22
9063,49.99,2023-02-26
679,19.99,2023-07-27
8416,49.99,2023-06-15
4059,9.99,2023-10-24
2145,0.99,2023-07-20
5608,9.99,2023-05-30
4255,4.99,2023-03-07
5916,4.99,2023-12-06
3444,9.99,2023-05-04
9951,1.99,2023-06-17
8936,1.99,2023-01-03
2376,0.99,2023-12-23
4868,19.99,2023-11-16
4055,4.99,2023-12-02
382,49.99,2023-05-12
6087,49.99,2023-12-10
6498,1.99,2023-01-25
1424,1.99,2023-01-11
2625,9.99,2023-04-10
2436,19.99,2023-02-24
4181,1.99,2023-01-23
955,9.99,2023-07-03
8637,0.99,2023-11-04
5352,1.99,2023-04-17
3756,19.99,2023-01-05
2518,19.99,2023-08-15
2245,0.99,2023-03-18
8966,49.99,2023-08-09
2169,19.99,2023-09-14
4058,9.99,2023-06-07
6332,49.99,2023-07-11
2363,1.99,2023-05-05
3066,9.99,2023-07-10
8112,4.99,2023-04-05
1928,0.99,2023-10-16
8173,19.99,2023-12-15
1780,49.99,2023-09-11
6269,19.99,2023-03-06
3082,19.99,2023-08-02
9661,49.99,2023-03-28
3634,9.99,2023-02-28
8726,19.99,2023-12-10
7731,49.99,2023-10-18
1697,1.99,2023-09-19
1245,19.99,2023-10-04
666,0.99,2023-04-26
3328,0.99,2023-10-09
6823,9.99,2023-12-31
3508,0.99,2023-01-28
494,49.99,2023-05-26
4548,49.99,2023-09-20
1155,19.99,2023-08-15
1039,1.99,2023-02-19
6669,9.99,2023-10-11
9175,19.99,2023-12-29
7343,49.99,2023-08-27
1046,0.99,2023-08-24
8801,49.99,2023-07-26
3276,0.99,2023-10-31
752,4.99,2023-10-16
311,49.99,2023-09-06
4783,4.99,2023-07-11
8897,9.99,2023-02-04
8237,9.99,2023-03-14
478,49.99,2023-02-08
1844,1.99,2023-07-15
2429,9.99,2023-05-07
3337,9.99,2023-08-10
8682,19.99,2023-12-06
5945,49.99,2023-02-12
5908,9.99,2023-08-30
467,4.99,2023-03-11
3966,4.99,2023-04-22
9696,4.99,2023-09-07
4046,1.99,2023-05-03
2147,1.99,2023-09-12
728,9.99,2023-02-14
5718,49.99,2023-11-30
5238,1.99,2023-07-02
9947,9.99,2023-12-12
4314,0.99,2023-01-03
2929,1.99,2023-11-14
4034,19.99,2023-09-18
9842,4.99,2023-10-09
3534,19.99,2023-12-24
9159,9.99,2023-03-15
5998,49.99,2023-08-01
9993,1.99,2023-09-11
1445,4.99,2023-07-30
1459,19.99,2023-05-02
3667,19.99,2023-04-26
7240,49.99,2023-02-18
5737,0.99,2023-03-09
5838,1.99,2023-02-16
7918,49.99,2023-11-11
5466,19.99,2023-02-09
5321,9.99,2023-03-09
9080,0.99,2023-02-05
3072,9.99,2023-04-20
8837,1.99,2023-04-09
268,0.99,2023-02-18
7302,9.99,2023-03-06
7783,0.99,2023-03-14
4896,9.99,2023-12-03
6891,4.99,2023-11-21
3704,9.99,2023-05-14
1445,9.99,2023-03-29
9830,0.99,2023-07-14
3544,19.99,2023-08-14
7442,4.99,2023-12-09
3096,0.99,2023-10-24
2128,4.99,2023-05-05
3440,49.99,2023-10-31
1690,4.99,2023-10-20
7314,4.99,2023-10-09
8331,19.99,2023-07-25
3947,19.99,2023-06-18
6527,9.99,2023-08-29
1121,0.99,2023-04-11
2400,49.99,2023-09-21
8547,9.99,2023-05-27
5718,0.99,2023-04-27
3244,1.99,2023-08-15
3208,9.99,2023-06-05
1267,0.99,2023-08-31
8242,4.99,2023-11-08
5487,0.99,2023-04-28
2013,49.99,2023-11-14
92,49.99,2023-10-06
3344,4.99,2023-08-27
331,0.99,2023-06-23
2840,0.99,2023-06-07
1128,19.99,2023-12-07
7445,49.99,2023-06-16
7825,0.99,2023-08-27
9892,1.99,2023-07-28
2191,19.99,2023-04-02
392,9.99,2023-09-27
2963,4.99,2023-04-04
8770,9.99,2023-04-05
790,1.99,2023-01-16
9898,1.99,2023-12-07
5694,49.99,2023-04-29
8564,19.99,2023-01-04
4022,1.99,2023-05-29
4824,1.99,2023-01-30
3,1.99,2023-10-26
1238,49.99,2023-02-21
2119,9.99,2023-04-25
593,49.99,2023-04-26
6431,19.99,2023-10-24
3243,49.99,2023-10-14
935,0.99,2023-12-18
6484,4.99,2023-01-04
7298,4.99,2023-04-01
4182,1.99,2023-07-05
5077,19.99,2023-02-06
1771,0.99,2023-10-08
3363,49.99,2023-02-09
8490,19.99,2023-05-18
5684,19.99,2023-04-04
680,0.99,2023-12-03
5488,0.99,2023-09-02
6307,0.99,2023-04-23
2681,19.99,2023-09-10
4110,9.99,2023-07-02
6980,19.99,2023-09-20
5270,1.99,2023-06-10
2900,0.99,2023-03-30
677,49.99,2023-07-27
4309,19.99,2023-01-04
3393,0.99,2023-09-06
338,4.99,2023-11-30
1057,9.99,2023-06-21
3001,19.99,2023-10-01
2397,4.99,2023-06-09
6465,19.99,2023-07-28
3494,49.99,2023-05-19
9688,1.99,2023-03-02
3227,19.99,2023-02-18
4447,19.99,2023-10-05
9509,4.99,2023-12-29
5216,4.99,2023-12-08
334,4.99,2023-10-29
6803,0.99,2023-02-02
3394,1.99,2023-08-24
4176,1.99,2023-12-12
5517,4.99,2023-07-13
3389,4.99,2023-04-03
2214,19.99,2023-11-02
5645,1.99,2023-05-29
7053,1.99,2023-08-13
1277,19.99,2023-07-12
3310,19.99,2023-10-13
4858,4.99,2023-07-03
132,49.99,2023-10-31
2972,19.99,2023-03-25
5528,9.99,2023-09-03
9849,19.99,2023-08-16
9179,4.99,2023-03-04
7151,19.99,2023-10-23
1417,0.99,2023-10-10
6467,1.99,2023-03-22
6326,19.99,2023-03-03
8070,4.99,2023-10-21
7248,19.99,2023-08-30
8704,1.99,2023-03-08
8471,1.99,2023-01-22
7788,4.99,2023-10-09
1163,19.99,2023-07-01
2803,19.99,2023-06-11
2326,19.99,2023-11-21
4307,9.99,2023-06-22
3579,19.99,2023-09-26
4870,19.99,2023-06-02
5473,0.99,2023-06-01
9928,0.99,2023-07-06
5911,49.99,2023-09-01
4761,9.99,2023-02-02
719,9.99,2023-09-07
2301,9.99,2023-07-27
6781,19.99,2023-11-12
7684,9.99,2023-03-12
4131,0.99,2023-08-26
2844,19.99,2023-03-24
8434,19.99,2023-10-18
318,19.99,2023-04-01
8249,4.99,2023-12-04
7837,9.99,2023-07-14
9540,1.99,2023-05-07
3823,9.99,2023-01-01
157,0.99,2023-11-10
3332,19.99,2023-07-16
3710,9.99,2023-10-29
7515,1.99,2023-06-16
8706,9.99,2023-06-15
5071,49.99,2023-05-21
2630,1.99,2023-06-26
7673,4.99,2023-04-07
4972,49.99,2023-04-19
5944,0.99,2023-04-01
734,0.99,2023-12-20
1432,9.99,2023-03-06
2297,1.99,2023-08-03
773,0.99,2023-07-31
5982,9.99,2023-09-08
9928,1.99,2023-06-13
1807,19.99,2023-06-13
7621,49.99,2023-03-20
4991,19.99,2023-04-30
2668,0.99,2023-09-20
7991,19.99,2023-03-04
7541,19.99,2023-12-23
5564,0.99,2023-12-08
8018,1.99,2023-01-05
8538,19.99,2023-01-19
269,9.99,2023-01-02
3270,9.99,2023-04-05
9595,49.99,2023-06-25
7362,19.99,2023-03-09
5841,1.99,2023-06-28
3328,49.99,2023-09-18
7249,4.99,2023-03-25
4539,1.99,2023-01-08
1587,0.99,2023-05-24
2296,49.99,2023-11-04
1475,1.99,2023-04-19
1162,49.99,2023-07-31
5039,19.99,2023-03-19
1550,4.99,2023-08-22
9632,9.99,2023-09-23
3766,4.99,2023-12-02
3757,4.99,2023-02-27
2008,4.99,2023-09-08
2533,9.99,2023-08-24
3463,1.99,2023-01-28
6354,9.99,2023-01-29
2062,0.99,2023-07-26
2127,0.99,2023-08-30
3473,0.99,2023-10-14
9245,4.99,2023-04-27
7653,4.99,2023-08-23
2664,4.99,2023-05-24
618,0.99,2023-11-07
1412,1.99,2023-07-27
6422,4.99,2023-03-16
9395,19.99,2023-01-21
4204,49.99,2023-07-24
9118,49.99,2023-09-05
4228,1.99,2023-03-08
6890,19.99,2023-10-18
3077,0.99,2023-11-19
2739,1.99,2023-02-14
6870,0.99,2023-06-15
3045,19.99,2023-06-23
403,9.99,2023-08-19
6789,9.99,2023-04-17
8043,0.99,2023-09-11
9795,49.99,2023-01-29
7033,4.99,2023-10-07
6943,9.99,2023-11-19
5299,0.99,2023-09-17
7958,9.99,2023-12-28
7499,0.99,2023-07-26
7830,9.99,2023-02-25
835,4.99,2023-11-18
8867,0.99,2023-02-18
286,4.99,2023-11-20
1347,1.99,2023-07-02
8920,19.99,2023-09-17
6106,9.99,2023-04-13
2727,0.99,2023-10-12
9440,4.99,2023-04-06
9948,0.99,2023-05-31
3807,0.99,2023-08-12
6453,0.99,2023-07-21
913,19.99,2023-05-30
1138,1.99,2023-01-14
2132,4.99,2023-05-28
1152,19.99,2023-01-31
2918,49.99,2023-10-09
5439,19.99,2023-07-07
2482,4.99,2023-10-13
4139,9.99,2023-07-30
6327,19.99,2023-12-12
3072,9.99,2023-05-14
3293,19.99,2023-08-31
9596,49.99,2023-10-31
7070,9.99,2023-04-20
4772,9.99,2023-04-14
8852,4.99,2023-10-14
430,0.99,2023-12-30
3492,1.99,2023-07-17
1704,49.99,2023-01-19
2781,4.99,2023-01-16
8980,49.99,2023-07-18
7194,0.99,2023-05-28
6733,0.99,2023-07-23
2840,9.99,2023-12-21
4906,9.99,2023-07-13
5686,19.99,2023-09-09
9735,49.99,2023-11-26
9121,1.99,2023-09-07
1401,1.99,2023-03-08
4684,19.99,2023-02-28
7250,19.99,2023-03-11
5966,0.99,2023-07-25
1482,49.99,2023-03-02
4031,9.99,2023-10-11
6945,0.99,2023-08-06
3808,4.99,2023-04-09
9752,4.99,2023-06-28
606,4.99,2023-04-21
5519,19.99,2023-12-29
4529,9.99,2023-11-23
77,9.99,2023-01-09
2475,19.99,2023-04-28
2702,49.99,2023-01-28
7259,9.99,2023-04-20
6190,19.99,2023-04-01
5973,19.99,2023-08-15
9411,4.99,2023-05-20
471,4.99,2023-10-23
9051,19.99,2023-04-23
7029,19.99,2023-09-20
9523,19.99,2023-09-28
8679,19.99,2023-12-09
3229,1.99,2023-01-19
8933,4.99,2023-01-10
2707,19.99,2023-11-16
2802,0.99,2023-05-04
9042,0.99,2023-11-21
7281,4.99,2023-03-27
5732,9.99,2023-12-28
612,19.99,2023-03-21
6028,4.99,2023-03-25
9368,49.99,2023-06-14
1044,9.99,2023-03-05
3403,49.99,2023-09-25
5054,0.99,2023-07-28
1018,0.99,2023-08-07
3616,0.99,2023-09-05
1504,0.99,2023-06-18
9169,4.99,2023-09-11
7976,19.99,2023-06-22
2179,0.99,2023-05-03
8477,9.99,2023-03-07
2603,49.99,2023-06-03
3429,1.99,2023-06-28
